TransactionID,CustomerID,TransactionDate,TransactionAmount,ProductCategory
T104953,C10767,2025-12-31,65.13,Electronics
T106364,C10966,2026-01-10,238.63,Clothing
T101654,C10258,2026-04-08,85.32,Books
T105377,C10822,2026-03-28,195.96,Clothing
T105742,C10872,2026-04-25,68.66,Clothing
T106479,C10984,2025-12-25,109.99,Clothing
T104603,C10705,2026-05-14,92.27,Home & Kitchen
T104247,C10645,2026-01-18,391.45,Beauty & Personal Care
T103388,C10521,2026-03-20,63.04,Beauty & Personal Care
T105025,C10772,2025-09-08,34.85,Groceries
T106194,C10941,2026-03-02,85.72,Groceries
T106338,C10964,2025-08-26,88.48,Groceries
T105620,C10856,2025-09-06,147.01,Home & Kitchen
T102543,C10387,2025-11-18,84.76,Books
T102751,C10422,2026-05-08,367.47,Clothing
T104195,C10639,2025-08-07,77.74,Clothing
T106495,C10986,2025-06-21,268.6,Groceries
T104257,C10647,2026-05-08,298.62,Home & Kitchen
T103184,C10488,2026-05-20,92.08,Beauty & Personal Care
T102829,C10434,2026-03-19,253.32,Electronics
T103431,C10529,2025-09-09,34.39,Books
T103606,C10557,2025-11-15,276.91,Clothing
T103982,C10605,2025-07-13,127.39,Groceries
T101864,C10286,2025-07-13,83.33,Clothing
T102087,C10321,2026-04-14,79.65,Beauty & Personal Care
T100087,C10016,2025-09-06,187.95,Home & Kitchen
T105819,C10883,2026-04-10,73.0,Clothing
T101204,C10187,2025-09-20,77.14,Electronics
T106167,C10936,2026-05-15,20.44,Electronics
T104601,C10705,2025-08-21,86.65,Clothing
T102845,C10435,2026-05-27,73.95,Clothing
T105059,C10775,2026-02-06,46.84,Clothing
T105183,C10795,2025-10-15,320.28,Home & Kitchen
T106500,C10987,2025-10-24,38.94,Electronics
T106546,C10996,2025-06-21,46.54,Home & Kitchen
T100518,C10070,2026-01-19,77.29,Clothing
T101770,C10272,2026-05-10,344.08,Electronics
T100829,C10126,2026-05-27,20.34,Home & Kitchen
T106078,C10921,2025-07-28,143.64,Electronics
T102127,C10326,2025-12-29,117.41,Groceries
T100438,C10056,2026-03-22,78.52,Clothing
T100627,C10087,2025-08-10,24.62,Electronics
T106154,C10934,2025-12-19,92.26,Clothing
T104575,C10701,2025-12-15,267.42,Groceries
T101744,C10270,2026-03-27,81.45,Electronics
T100925,C10140,2026-05-11,184.32,Groceries
T104237,C10645,2026-04-04,264.28,Groceries
T100295,C10033,2025-12-26,259.74,Home & Kitchen
T101052,C10157,2025-08-26,58.15,Electronics
T105354,C10818,2025-12-31,78.51,Groceries
T106150,C10932,2025-06-03,50.88,Clothing
T101173,C10179,2026-01-21,57.59,Groceries
T106012,C10912,2025-11-11,95.71,Home & Kitchen
T104110,C10622,2026-04-06,96.7,Electronics
T101561,C10245,2025-07-24,29.95,Home & Kitchen
T102910,C10448,2026-02-06,57.97,Electronics
T102251,C10340,2026-04-06,350.62,Home & Kitchen
T100944,C10144,2026-03-15,132.58,Clothing
T105219,C10798,2026-05-07,118.48,Beauty & Personal Care
T102776,C10427,2025-06-15,28.48,Electronics
T100012,C10005,2025-12-11,97.41,Electronics
T101117,C10167,2025-07-29,83.78,Clothing
T104775,C10739,2025-11-22,66.52,Clothing
T103098,C10477,2025-06-21,38.68,Home & Kitchen
T103842,C10586,2026-03-21,81.2,Home & Kitchen
T100642,C10092,2025-10-07,38.21,Electronics
T101978,C10301,2025-10-10,276.05,Clothing
T104577,C10701,2026-01-04,369.52,Electronics
T102103,C10325,2026-04-24,392.67,Electronics
T103238,C10496,2025-12-08,308.31,Clothing
T101319,C10211,2025-10-30,182.57,Home & Kitchen
T103107,C10479,2026-02-18,113.62,Electronics
T103459,C10531,2025-10-13,143.1,Books
T106011,C10912,2025-08-14,99.41,Groceries
T105532,C10848,2026-04-09,301.31,Clothing
T105394,C10824,2025-09-18,30.36,Electronics
T105105,C10778,2026-01-22,110.11,Electronics
T106547,C10996,2026-03-30,57.96,Home & Kitchen
T103792,C10577,2026-05-14,98.54,Books
T103204,C10490,2026-02-27,21.06,Clothing
T100653,C10095,2025-07-21,24.53,Beauty & Personal Care
T100429,C10056,2026-05-13,77.69,Home & Kitchen
T105775,C10877,2026-03-02,70.24,Clothing
T103664,C10562,2026-02-02,82.07,Electronics
T103047,C10469,2026-01-07,35.75,Clothing
T105038,C10774,2025-06-02,320.31,Clothing
T104449,C10688,2025-10-20,103.57,Clothing
T103437,C10530,2026-04-12,77.97,Clothing
T106526,C10994,2025-11-15,84.41,Groceries
T101954,C10300,2025-09-04,60.0,Home & Kitchen
T104739,C10731,2025-11-27,323.97,Electronics
T102666,C10410,2026-05-09,47.74,Clothing
T100838,C10128,2026-03-15,264.4,Groceries
T101087,C10160,2025-07-14,32.5,Electronics
T103208,C10491,2025-12-03,48.06,Books
T104778,C10740,2025-09-10,24.67,Beauty & Personal Care
T105577,C10852,2025-07-13,103.1,Electronics
T104427,C10682,2026-05-02,33.59,Electronics
T105278,C10808,2025-08-19,95.05,Groceries
T100856,C10131,2025-06-05,37.14,Clothing
T104256,C10647,2026-04-02,185.59,Electronics
T103793,C10578,2025-06-05,16.99,Home & Kitchen
T101448,C10227,2025-11-17,70.9,Groceries
T103328,C10514,2025-08-25,229.47,Electronics
T105374,C10822,2025-12-17,330.01,Groceries
T105057,C10775,2025-10-30,53.49,Clothing
T102215,C10336,2025-12-19,358.85,Groceries
T106332,C10963,2026-05-11,176.43,Home & Kitchen
T102893,C10445,2025-10-24,90.25,Clothing
T102414,C10372,2025-11-22,32.11,Clothing
T101745,C10270,2025-07-08,98.93,Clothing
T100693,C10103,2025-09-04,112.61,Home & Kitchen
T104717,C10729,2025-11-12,307.28,Beauty & Personal Care
T103197,C10489,2025-08-10,31.17,Electronics
T103939,C10602,2025-07-31,215.52,Clothing
T100188,C10027,2026-01-07,174.84,Groceries
T100287,C10033,2025-06-15,323.8,Home & Kitchen
T101738,C10269,2026-03-22,103.05,Beauty & Personal Care
T104096,C10619,2026-01-14,116.39,Beauty & Personal Care
T103285,C10503,2025-11-14,122.62,Electronics
T102691,C10415,2026-01-27,65.57,Groceries
T100169,C10026,2025-11-08,129.58,Clothing
T105288,C10810,2025-12-09,220.37,Clothing
T103689,C10565,2026-04-30,35.14,Clothing
T103470,C10534,2026-03-02,103.89,Clothing
T103407,C10523,2026-01-13,98.85,Electronics
T101684,C10262,2026-05-23,76.86,Clothing
T101586,C10248,2025-12-23,231.64,Clothing
T104264,C10647,2026-02-22,224.4,Groceries
T101338,C10213,2025-08-28,231.73,Electronics
T104351,C10667,2026-01-26,21.21,Groceries
T101732,C10268,2026-05-26,87.32,Beauty & Personal Care
T104510,C10693,2026-02-06,49.5,Clothing
T104098,C10620,2025-10-15,18.97,Groceries
T105275,C10808,2025-08-21,118.44,Home & Kitchen
T102031,C10309,2026-04-27,200.09,Clothing
T102746,C10422,2026-01-15,300.89,Groceries
T106191,C10941,2026-02-13,167.53,Electronics
T100210,C10027,2025-06-26,245.73,Home & Kitchen
T102083,C10321,2025-10-13,47.43,Home & Kitchen
T104176,C10637,2026-02-03,61.13,Electronics
T104183,C10638,2026-02-13,33.85,Electronics
T105033,C10774,2025-10-15,266.03,Electronics
T101961,C10300,2025-09-01,73.22,Home & Kitchen
T100073,C10015,2025-07-05,383.74,Books
T105322,C10813,2026-01-30,113.66,Electronics
T103039,C10468,2026-03-14,150.69,Electronics
T104961,C10767,2026-04-22,35.14,Home & Kitchen
T106300,C10959,2025-08-02,77.34,Clothing
T101564,C10247,2025-12-27,29.42,Clothing
T104975,C10768,2026-03-31,202.36,Groceries
T103161,C10484,2026-01-10,226.86,Electronics
T104314,C10658,2025-11-13,74.12,Clothing
T102118,C10325,2026-04-23,208.28,Home & Kitchen
T103971,C10604,2026-05-16,43.18,Groceries
T106128,C10927,2026-05-26,71.29,Home & Kitchen
T101876,C10287,2025-09-13,66.1,Clothing
T102588,C10396,2025-07-20,94.4,Home & Kitchen
T101231,C10192,2026-02-17,17.45,Books
T106147,C10931,2025-09-14,38.67,Beauty & Personal Care
T104519,C10696,2025-11-02,156.69,Home & Kitchen
T101465,C10229,2025-09-11,66.97,Beauty & Personal Care
T101258,C10199,2025-08-01,19.61,Home & Kitchen
T105880,C10893,2026-03-18,183.39,Clothing
T106431,C10977,2025-06-19,48.03,Groceries
T101718,C10266,2026-04-15,217.27,Clothing
T101379,C10216,2025-09-16,78.07,Clothing
T106112,C10923,2026-01-30,198.79,Electronics
T102149,C10328,2025-08-28,183.54,Home & Kitchen
T100113,C10017,2026-04-01,459.2,Electronics
T105573,C10852,2025-10-20,94.58,Books
T105234,C10800,2025-12-27,285.62,Books
T101438,C10225,2026-01-01,112.01,Electronics
T104800,C10743,2026-01-19,209.57,Clothing
T104251,C10646,2025-11-26,26.31,Books
T106377,C10966,2026-01-23,172.34,Home & Kitchen
T103550,C10550,2025-08-13,12.57,Clothing
T104664,C10718,2025-06-30,29.15,Clothing
T100507,C10066,2026-05-04,64.16,Home & Kitchen
T105421,C10829,2025-08-17,85.51,Clothing
T103408,C10523,2026-04-09,93.62,Groceries
T104534,C10697,2026-03-14,32.71,Electronics
T104317,C10659,2026-03-06,104.0,Books
T105547,C10849,2025-10-06,239.78,Beauty & Personal Care
T105694,C10865,2026-04-28,98.54,Groceries
T102223,C10336,2025-10-22,336.5,Clothing
T103542,C10546,2026-01-19,26.39,Electronics
T105852,C10890,2026-05-13,68.23,Electronics
T100252,C10030,2026-03-04,133.84,Electronics
T101423,C10224,2026-03-20,71.77,Books
T104483,C10691,2025-12-28,187.86,Beauty & Personal Care
T100350,C10045,2025-06-11,60.14,Books
T104578,C10701,2025-10-24,250.18,Home & Kitchen
T105833,C10885,2025-11-20,32.92,Clothing
T103834,C10585,2025-12-10,29.73,Groceries
T106041,C10917,2026-02-23,111.64,Electronics
T100457,C10058,2026-02-02,223.58,Books
T103829,C10583,2026-01-29,101.33,Electronics
T100479,C10060,2025-12-07,399.76,Groceries
T101114,C10166,2025-09-18,27.62,Clothing
T100798,C10120,2025-08-16,83.89,Groceries
T104620,C10708,2025-06-18,92.03,Beauty & Personal Care
T100298,C10033,2026-01-16,335.03,Groceries
T102873,C10441,2025-11-03,23.56,Groceries
T103464,C10531,2025-10-01,210.45,Clothing
T100026,C10008,2025-06-29,17.34,Clothing
T103966,C10604,2025-11-17,64.38,Books
T102937,C10453,2025-12-29,102.63,Clothing
T101791,C10277,2025-09-17,97.88,Books
T102002,C10306,2026-02-24,14.13,Groceries
T103927,C10600,2026-05-26,105.44,Home & Kitchen
T103277,C10502,2026-03-08,15.73,Clothing
T101287,C10204,2025-10-18,27.08,Clothing
T101281,C10202,2025-12-08,53.95,Home & Kitchen
T105347,C10817,2025-11-01,7.08,Books
T100229,C10028,2025-11-17,310.38,Home & Kitchen
T105010,C10771,2026-05-23,97.87,Groceries
T106122,C10925,2025-10-22,42.37,Groceries
T104541,C10699,2026-02-21,124.5,Home & Kitchen
T103074,C10471,2026-03-30,133.46,Books
T104148,C10630,2025-10-04,16.66,Electronics
T103691,C10565,2025-10-03,40.09,Home & Kitchen
T106240,C10949,2025-07-08,86.78,Home & Kitchen
T102792,C10430,2025-11-09,194.42,Beauty & Personal Care
T105550,C10849,2025-12-23,167.7,Electronics
T105839,C10887,2025-08-12,28.49,Home & Kitchen
T105931,C10898,2025-12-16,75.92,Clothing
T105488,C10843,2026-05-04,92.54,Clothing
T104970,C10768,2025-09-19,347.49,Clothing
T106350,C10965,2025-07-16,126.0,Clothing
T106503,C10988,2026-05-19,12.87,Clothing
T105842,C10888,2025-08-20,9.06,Groceries
T105409,C10827,2025-07-15,114.19,Home & Kitchen
T104370,C10669,2025-11-13,47.77,Clothing
T101614,C10250,2026-04-26,303.41,Books
T103624,C10558,2026-05-22,405.23,Electronics
T100607,C10085,2025-11-21,53.7,Groceries
T102574,C10394,2026-04-26,42.78,Clothing
T104998,C10770,2026-01-25,335.56,Groceries
T104085,C10617,2025-08-10,243.02,Groceries
T100533,C10074,2026-03-15,80.27,Books
T103680,C10563,2026-02-12,175.79,Groceries
T105476,C10842,2025-06-01,334.89,Clothing
T105314,C10811,2025-10-21,212.03,Electronics
T106465,C10983,2026-05-24,114.98,Home & Kitchen
T104051,C10613,2025-10-21,252.23,Books
T105634,C10856,2025-09-24,123.9,Clothing
T100203,C10027,2026-04-19,269.87,Home & Kitchen
T100339,C10042,2026-03-06,82.79,Clothing
T102509,C10383,2026-05-16,253.02,Groceries
T102476,C10377,2026-04-09,53.33,Electronics
T103418,C10525,2026-03-28,69.67,Electronics
T100837,C10128,2026-03-03,165.27,Clothing
T104769,C10739,2026-01-01,66.73,Clothing
T104852,C10750,2025-12-12,246.88,Groceries
T102077,C10319,2026-01-11,35.58,Home & Kitchen
T100387,C10049,2025-12-30,388.67,Clothing
T101230,C10191,2026-03-02,63.56,Home & Kitchen
T104977,C10768,2026-01-29,276.84,Clothing
T106340,C10964,2025-11-28,72.5,Clothing
T106061,C10920,2025-06-21,61.99,Clothing
T101609,C10250,2025-10-06,299.81,Home & Kitchen
T102406,C10370,2026-02-01,11.89,Home & Kitchen
T103063,C10471,2025-08-26,143.65,Groceries
T104017,C10611,2025-09-07,74.74,Groceries
T104342,C10664,2026-04-04,86.26,Home & Kitchen
T104411,C10678,2025-08-04,22.79,Clothing
T105388,C10823,2025-10-12,64.48,Home & Kitchen
T104564,C10701,2026-04-10,318.09,Groceries
T101940,C10298,2026-02-02,270.21,Clothing
T105904,C10895,2025-06-19,118.34,Groceries
T102997,C10465,2026-05-18,47.01,Home & Kitchen
T106369,C10966,2026-03-21,147.78,Groceries
T102698,C10418,2025-06-12,44.36,Clothing
T103718,C10568,2025-12-09,53.09,Electronics
T105888,C10895,2025-08-26,49.73,Clothing
T104906,C10757,2025-11-07,210.32,Groceries
T103463,C10531,2025-09-16,252.86,Clothing
T100677,C10101,2025-11-28,84.29,Home & Kitchen
T102765,C10424,2025-07-16,110.53,Electronics
T103392,C10522,2026-04-17,342.14,Groceries
T106183,C10939,2026-03-06,137.91,Electronics
T103214,C10493,2026-03-22,64.72,Electronics
T100061,C10015,2026-01-03,296.23,Books
T105003,C10770,2025-06-06,278.65,Electronics
T106579,C10998,2025-10-11,114.23,Electronics
T100657,C10096,2026-01-27,57.89,Clothing
T100790,C10119,2025-07-31,32.28,Electronics
T102226,C10336,2025-12-13,416.54,Home & Kitchen
T105849,C10890,2026-02-05,50.56,Clothing
T101359,C10215,2026-01-10,280.51,Groceries
T104888,C10757,2025-06-11,246.52,Groceries
T104436,C10686,2025-07-14,31.43,Clothing
T102182,C10330,2025-12-05,80.96,Clothing
T104979,C10768,2025-09-19,160.03,Electronics
T105735,C10871,2026-02-07,28.31,Electronics
T102347,C10357,2026-04-18,65.95,Home & Kitchen
T105648,C10859,2025-10-13,374.28,Clothing
T105013,C10771,2026-01-28,70.33,Books
T104589,C10704,2025-11-21,54.73,Home & Kitchen
T105606,C10853,2025-06-25,202.98,Clothing
T101780,C10274,2025-09-22,77.37,Groceries
T102263,C10340,2026-01-05,221.51,Clothing
T100803,C10121,2026-02-28,78.69,Home & Kitchen
T100857,C10131,2026-04-05,43.66,Electronics
T103360,C10517,2026-05-15,31.99,Books
T102927,C10451,2026-02-19,22.08,Home & Kitchen
T104623,C10708,2025-07-07,110.41,Clothing
T100219,C10028,2025-10-20,280.5,Groceries
T101288,C10204,2025-09-12,19.02,Electronics
T100582,C10079,2025-11-26,343.89,Clothing
T100043,C10012,2025-11-22,36.55,Electronics
T101234,C10193,2025-07-04,221.73,Clothing
T103887,C10592,2026-01-09,90.43,Clothing
T106367,C10966,2025-07-05,54.04,Clothing
T101892,C10290,2025-12-14,47.3,Books
T105748,C10873,2026-02-16,94.04,Clothing
T103381,C10521,2026-05-15,67.98,Home & Kitchen
T105430,C10832,2026-01-04,57.89,Books
T101071,C10158,2026-03-22,296.68,Groceries
T100718,C10106,2026-02-11,66.87,Home & Kitchen
T101505,C10232,2025-06-14,52.2,Groceries
T100670,C10097,2025-06-01,75.36,Groceries
T105250,C10801,2026-02-12,39.36,Groceries
T103478,C10535,2026-04-27,77.35,Groceries
T100897,C10138,2025-11-05,92.57,Groceries
T102457,C10375,2025-06-09,308.35,Electronics
T103544,C10547,2025-07-27,31.69,Electronics
T102310,C10350,2025-07-15,65.06,Electronics
T104253,C10646,2026-05-19,19.8,Groceries
T102439,C10375,2026-02-17,216.05,Clothing
T102550,C10389,2025-07-07,13.62,Home & Kitchen
T102303,C10348,2026-05-04,72.24,Home & Kitchen
T105002,C10770,2025-08-31,205.37,Books
T101874,C10287,2026-04-10,94.19,Clothing
T101769,C10272,2026-03-09,369.48,Electronics
T104765,C10738,2026-01-14,37.04,Groceries
T106473,C10984,2026-01-29,69.86,Books
T101983,C10303,2026-01-15,82.44,Beauty & Personal Care
T103782,C10576,2025-09-23,139.8,Clothing
T103658,C10562,2026-01-26,66.59,Clothing
T104352,C10667,2026-02-09,19.73,Clothing
T100731,C10107,2026-05-25,134.38,Groceries
T104767,C10739,2025-12-03,50.99,Groceries
T105750,C10873,2025-09-18,93.63,Electronics
T103706,C10566,2026-02-12,253.65,Books
T101255,C10198,2026-06-01,36.56,Groceries
T102104,C10325,2026-03-13,276.93,Groceries
T103023,C10467,2026-01-17,374.87,Books
T104996,C10770,2026-04-30,330.73,Clothing
T100898,C10138,2025-12-20,108.46,Clothing
T100428,C10055,2025-10-09,27.26,Groceries
T105319,C10812,2025-07-21,25.02,Home & Kitchen
T102917,C10449,2025-06-25,77.27,Clothing
T105135,C10785,2025-12-14,98.97,Groceries
T105948,C10902,2025-08-22,56.83,Electronics
T101222,C10191,2025-07-08,81.43,Electronics
T103641,C10558,2026-04-03,301.21,Books
T104576,C10701,2025-07-25,219.65,Home & Kitchen
T104639,C10713,2025-10-13,12.81,Groceries
T102941,C10453,2025-07-29,99.08,Electronics
T101096,C10163,2025-06-13,77.93,Home & Kitchen
T102072,C10317,2026-05-26,73.61,Home & Kitchen
T105935,C10899,2026-03-31,39.16,Beauty & Personal Care
T105908,C10895,2026-01-04,246.6,Clothing
T105907,C10895,2026-02-18,18.06,Beauty & Personal Care
T101788,C10275,2025-09-09,43.33,Clothing
T106104,C10923,2025-12-08,129.99,Electronics
T103820,C10582,2025-08-10,94.99,Clothing
T105378,C10822,2025-07-22,338.87,Electronics
T100192,C10027,2026-01-29,227.89,Groceries
T104674,C10723,2026-03-10,116.2,Clothing
T101126,C10168,2025-10-01,75.66,Clothing
T106198,C10942,2026-04-04,18.72,Clothing
T102284,C10346,2026-05-31,95.99,Groceries
T102328,C10353,2025-10-11,89.45,Home & Kitchen
T100304,C10035,2025-09-07,25.45,Clothing
T104962,C10767,2025-09-24,48.74,Clothing
T101292,C10205,2025-09-15,28.95,Home & Kitchen
T100070,C10015,2025-09-26,323.58,Home & Kitchen
T102388,C10367,2025-06-26,46.55,Electronics
T103361,C10518,2026-04-17,31.05,Clothing
T103410,C10523,2025-06-29,86.83,Home & Kitchen
T100831,C10127,2025-12-12,19.04,Beauty & Personal Care
T103258,C10498,2026-02-21,41.24,Groceries
T101456,C10227,2026-01-13,63.63,Groceries
T103997,C10607,2026-04-21,58.96,Books
T100238,C10029,2025-10-18,69.37,Clothing
T100092,C10016,2026-04-30,136.41,Books
T105970,C10904,2025-12-05,92.45,Electronics
T103014,C10467,2025-10-15,288.0,Clothing
T105493,C10843,2025-08-07,134.45,Clothing
T103149,C10482,2026-06-01,246.39,Clothing
T104310,C10658,2026-04-20,80.92,Home & Kitchen
T104640,C10714,2025-11-19,26.9,Beauty & Personal Care
T106255,C10953,2026-01-24,15.77,Groceries
T101001,C10149,2025-11-29,394.39,Clothing
T106307,C10961,2025-10-24,69.54,Clothing
T104505,C10693,2026-05-07,73.0,Electronics
T102199,C10334,2025-08-27,99.02,Electronics
T101532,C10236,2025-10-19,265.88,Clothing
T104393,C10674,2025-12-30,303.57,Groceries
T100411,C10052,2026-03-01,34.95,Clothing
T102415,C10373,2026-01-09,101.13,Home & Kitchen
T106314,C10963,2025-08-22,253.66,Electronics
T103193,C10489,2025-10-28,50.16,Groceries
T102876,C10443,2025-10-12,53.57,Home & Kitchen
T102453,C10375,2025-12-02,260.59,Beauty & Personal Care
T105994,C10909,2026-03-12,39.97,Clothing
T104997,C10770,2025-06-13,450.8,Beauty & Personal Care
T102276,C10345,2025-07-28,103.55,Electronics
T100633,C10089,2025-08-24,83.31,Groceries
T100498,C10063,2026-04-02,34.28,Electronics
T103938,C10602,2026-03-04,236.67,Beauty & Personal Care
T100720,C10106,2025-10-12,76.94,Groceries
T103605,C10557,2026-02-18,276.36,Electronics
T100757,C10110,2026-04-06,60.28,Clothing
T104149,C10630,2026-03-19,20.46,Beauty & Personal Care
T106224,C10945,2026-03-07,37.54,Clothing
T105099,C10778,2026-03-18,108.11,Groceries
T103731,C10571,2025-06-22,283.58,Electronics
T102984,C10462,2025-07-22,72.54,Beauty & Personal Care
T100596,C10082,2025-07-17,15.95,Groceries
T102418,C10373,2026-05-09,102.92,Electronics
T101068,C10158,2025-08-30,249.44,Books
T101942,C10298,2026-03-22,268.27,Beauty & Personal Care
T101647,C10256,2025-08-08,71.2,Books
T103336,C10514,2025-07-16,215.79,Clothing
T101700,C10263,2025-10-14,105.06,Electronics
T105761,C10875,2026-04-15,18.93,Groceries
T105338,C10814,2026-02-13,104.33,Clothing
T100086,C10016,2025-07-26,217.29,Clothing
T102339,C10355,2025-10-23,88.07,Clothing
T105506,C10846,2025-09-04,29.41,Clothing
T101029,C10152,2025-07-09,199.21,Clothing
T102641,C10404,2025-12-16,243.63,Clothing
T103460,C10531,2025-06-11,286.47,Beauty & Personal Care
T102144,C10328,2025-10-06,254.54,Clothing
T104100,C10620,2025-06-23,12.13,Electronics
T101200,C10186,2026-02-27,34.87,Home & Kitchen
T102025,C10309,2026-01-07,257.96,Groceries
T100621,C10086,2025-08-05,75.69,Groceries
T105975,C10905,2026-02-10,17.74,Clothing
T100566,C10078,2026-01-22,43.25,Books
T101837,C10283,2026-03-16,92.14,Groceries
T101334,C10213,2026-03-01,258.57,Beauty & Personal Care
T102955,C10458,2025-07-17,417.76,Clothing
T106259,C10954,2026-05-19,240.61,Home & Kitchen
T102099,C10324,2026-03-30,38.83,Clothing
T104373,C10669,2025-12-08,75.93,Clothing
T105660,C10859,2026-04-27,299.15,Books
T103034,C10467,2026-01-28,320.13,Books
T101688,C10262,2026-03-10,98.79,Electronics
T100745,C10109,2025-08-06,85.18,Clothing
T102187,C10331,2025-09-28,32.15,Electronics
T100195,C10027,2026-04-21,236.45,Groceries
T104553,C10700,2025-11-07,71.17,Groceries
T103789,C10577,2026-03-30,114.23,Home & Kitchen
T104315,C10658,2025-07-18,95.34,Electronics
T100802,C10121,2026-02-15,87.07,Beauty & Personal Care
T103960,C10603,2025-07-26,20.32,Books
T104235,C10644,2025-06-20,116.89,Home & Kitchen
T103859,C10589,2026-03-15,98.79,Clothing
T106387,C10971,2025-08-09,87.64,Electronics
T100644,C10093,2026-02-20,30.41,Beauty & Personal Care
T105805,C10881,2026-05-17,233.36,Electronics
T104915,C10760,2026-03-23,80.31,Books
T105890,C10895,2025-10-22,151.65,Books
T104550,C10700,2026-02-09,106.56,Electronics
T100120,C10020,2026-02-15,301.7,Clothing
T101777,C10273,2026-05-04,24.35,Clothing
T103856,C10589,2025-11-08,80.78,Electronics
T105274,C10807,2025-12-07,17.39,Home & Kitchen
T102135,C10326,2025-06-18,92.09,Books
T102963,C10458,2025-10-09,277.56,Beauty & Personal Care
T103886,C10592,2025-11-09,59.92,Books
T100134,C10021,2026-02-14,28.55,Home & Kitchen
T105799,C10881,2026-01-11,194.05,Electronics
T102939,C10453,2025-10-10,100.19,Groceries
T102677,C10412,2025-11-19,58.38,Groceries
T100062,C10015,2026-03-04,250.19,Groceries
T104272,C10647,2025-11-26,159.46,Clothing
T105715,C10867,2025-07-26,141.1,Clothing
T104526,C10696,2025-10-31,132.19,Home & Kitchen
T103607,C10557,2026-04-17,370.0,Electronics
T100679,C10101,2026-05-17,77.08,Home & Kitchen
T103347,C10515,2025-06-02,42.35,Groceries
T100741,C10108,2025-07-08,49.36,Electronics
T101211,C10189,2026-05-04,86.34,Beauty & Personal Care
T102170,C10329,2025-07-13,123.07,Home & Kitchen
T103195,C10489,2025-07-21,31.22,Electronics
T104825,C10748,2026-01-08,108.7,Home & Kitchen
T100567,C10078,2025-11-08,58.7,Home & Kitchen
T101873,C10287,2026-01-03,86.23,Home & Kitchen
T104781,C10741,2025-07-22,39.42,Electronics
T101717,C10266,2026-04-25,191.32,Groceries
T101392,C10217,2025-07-08,81.41,Clothing
T104925,C10762,2025-10-08,73.89,Clothing
T103102,C10478,2026-01-26,130.58,Clothing
T100489,C10061,2025-12-21,102.52,Clothing
T103901,C10595,2025-12-17,83.38,Electronics
T100690,C10102,2025-11-17,20.79,Clothing
T105424,C10829,2026-05-01,100.7,Groceries
T100602,C10083,2025-07-02,90.03,Home & Kitchen
T101911,C10293,2025-09-08,123.65,Home & Kitchen
T104728,C10729,2025-10-20,327.7,Clothing
T103560,C10552,2026-05-04,74.3,Electronics
T104641,C10714,2025-07-01,23.47,Electronics
T101187,C10182,2025-12-02,99.56,Clothing
T100274,C10032,2025-06-07,83.05,Beauty & Personal Care
T103434,C10530,2026-01-26,131.2,Home & Kitchen
T101361,C10215,2025-08-29,300.31,Groceries
T104520,C10696,2025-08-28,177.2,Home & Kitchen
T101526,C10236,2026-03-19,343.95,Beauty & Personal Care
T103480,C10535,2026-01-24,55.51,Electronics
T103728,C10571,2025-07-22,265.0,Electronics
T103618,C10557,2025-09-20,375.64,Clothing
T102781,C10429,2025-10-11,77.93,Electronics
T102771,C10426,2025-06-02,18.0,Electronics
T106457,C10981,2025-06-12,115.98,Clothing
T103617,C10557,2025-12-06,301.69,Electronics
T100945,C10144,2025-12-31,88.83,Home & Kitchen
T105160,C10792,2026-02-24,26.73,Home & Kitchen
T102250,C10340,2025-08-08,268.69,Home & Kitchen
T105413,C10828,2025-08-17,46.06,Groceries
T104053,C10615,2025-11-25,16.02,Groceries
T100068,C10015,2025-09-24,323.59,Electronics
T104803,C10743,2025-07-20,148.82,Clothing
T104657,C10717,2025-12-12,37.17,Groceries
T101598,C10250,2026-02-05,313.47,Electronics
T102865,C10438,2026-03-25,49.27,Home & Kitchen
T104738,C10731,2025-06-23,220.64,Groceries
T104248,C10645,2026-02-24,306.29,Clothing
T101503,C10232,2026-04-04,58.95,Clothing
T102706,C10419,2026-05-02,344.27,Groceries
T100150,C10024,2025-09-30,112.19,Beauty & Personal Care
T104121,C10625,2025-11-13,303.02,Books
T102086,C10321,2025-09-03,74.25,Beauty & Personal Care
T105988,C10907,2025-08-06,70.63,Home & Kitchen
T102259,C10340,2025-09-13,285.01,Electronics
T105508,C10847,2026-05-09,92.91,Beauty & Personal Care
T102598,C10398,2025-08-12,87.3,Groceries
T102458,C10375,2026-02-05,321.36,Groceries
T100859,C10132,2025-08-08,291.27,Beauty & Personal Care
T102337,C10355,2026-04-23,98.72,Clothing
T105708,C10867,2026-03-21,123.72,Electronics
T103044,C10468,2026-05-30,196.75,Home & Kitchen
T100366,C10047,2026-03-05,42.07,Home & Kitchen
T101432,C10225,2025-07-05,117.56,Electronics
T104604,C10705,2025-09-27,56.21,Books
T101779,C10274,2025-11-08,88.08,Clothing
T103882,C10591,2025-09-13,193.05,Electronics
T103837,C10586,2025-06-06,72.21,Electronics
T101818,C10281,2025-11-28,86.05,Beauty & Personal Care
T105624,C10856,2025-12-21,248.82,Groceries
T100841,C10128,2025-06-26,248.93,Groceries
T101189,C10182,2026-04-29,88.4,Electronics
T100175,C10026,2026-05-10,208.63,Electronics
T104241,C10645,2025-09-17,326.24,Beauty & Personal Care
